name,scenario,repetition,NumberofVehicles,Type,NodeID,TR,recAddress,x,y,MsgId,CH,Reroute,Speed,Hops,SumoDistance,MsgTime,DistanceToAccident,Delay
"BCN,50-,2",BCN,2,50,node,0,tx,-1,1042.3,1150.05,6336074,174,0,0,1,0.0,13.0865,0.0,0.0
"BCN,50-,1",BCN,1,50,node,0,tx,-1,1042.29,1150.05,3168027,174,0,0,1,0.0,12.4771,0.0,0.0
"BCN,200-,0",BCN,0,200,node,0,tx,-1,1042.34,1150.01,56245784,174,0,0,1,0.0,12.4527,0.0,0.0
"BCN,50-,0",BCN,0,50,node,0,tx,-1,1039.83,1152.46,5920,174,0,0,1,0.0,12.5576,0.0,0.0
"BCN,200-,2",BCN,2,200,node,0,tx,-1,1042.49,1149.86,93795832,174,0,0,1,0.0,12.76,0.0,0.0
"BCN,150-,2",BCN,2,150,node,0,tx,-1,1038.66,1153.61,47312870,174,0,0,1,0.0,12.1681,0.0,0.0
"BCN,200-,1",BCN,1,200,node,0,tx,-1,1041.83,1150.51,77189829,174,0,0,1,0.0,12.2821,0.0,0.0
"BCN,100-,0",BCN,0,100,node,0,tx,-1,1041.71,1150.63,9015077,174,0,0,1,0.0,12.659,0.0,0.0
"BCN,150-,0",BCN,0,150,node,0,tx,-1,1042.18,1150.16,25079893,174,0,0,1,0.0,12.9891,0.0,0.0
"BCN,100-,1",BCN,1,100,node,0,tx,-1,1043.6,1148.77,13444955,174,0,0,1,0.0,12.3657,0.0,0.0
"BCN,100-,2",BCN,2,100,node,0,tx,-1,1039.83,1152.46,20762704,174,0,0,1,0.0,12.953,0.0,0.0
"BCN,150-,1",BCN,1,150,node,0,tx,-1,1040.99,1151.32,35157137,174,0,0,1,0.0,13.0709,0.0,0.0
"BCN,50-,1",BCN,1,50,node,3,rx,-1,805.581,1354.06,3168027,176,0,8,1,875.3430000000001,12.4773,312.49196914640856,0.00019999999999953388
"BCN,50-,2",BCN,2,50,node,30,rx,-1,1023.28,1168.66,6336074,176,1,5,1,26.6082,13.0867,26.610007515970455,0.00020000000000131024
"BCN,200-,0",BCN,0,200,node,164,rx,-1,973.05,1160.26,56245784,176,0,0,1,608.982,12.4543,70.04403329335051,0.0015999999999998238
"BCN,100-,2",BCN,2,100,node,10,rx,-1,1021.15,1170.75,20762704,176,1,6,1,26.1379,12.9544,26.143192230483194,0.00140000000000029
"BCN,50-,0",BCN,0,50,node,15,rx,-1,1017.67,1174.15,5920,176,1,5,1,31.0112,12.5579,31.008413374437605,0.0002999999999993008
"BCN,150-,2",BCN,2,150,node,56,rx,-1,1021.57,1170.33,47312870,176,1,6,1,23.9096,12.1683,23.908711801349774,0.00019999999999953388
"BCN,100-,0",BCN,0,100,node,30,rx,-1,1016.19,1175.6,9015077,176,1,4,1,35.705999999999996,12.6592,35.70393955854156,0.00019999999999953388
"BCN,150-,1",BCN,1,150,node,81,rx,-1,1026.64,1165.37,35157137,176,1,5,1,20.0864,13.0711,20.082952970118615,0.00019999999999953388
"BCN,200-,1",BCN,1,200,node,113,rx,-1,1024.66,1167.31,77189829,176,1,6,1,24.0197,12.2823,24.02184214418189,0.00019999999999953388
"BCN,150-,0",BCN,0,150,node,88,rx,-1,1019.0,1172.85,25079893,176,1,3,1,32.4334,12.9893,32.43683862524206,0.00019999999999953388
"BCN,100-,1",BCN,1,100,node,56,rx,-1,1017.57,1174.25,13444955,176,1,5,1,36.4296,12.3659,36.42514653367908,0.00019999999999953388
"BCN,200-,2",BCN,2,200,node,122,rx,-1,1020.44,1171.44,93795832,176,1,4,1,30.8613,12.7603,30.852858862672754,0.0003000000000010772
"BCN,200-,2",BCN,2,200,node,28,rx,-1,1010.42,1181.22,93795832,176,1,3,1,44.8609,12.7603,44.85459285290651,0.0003000000000010772
"BCN,150-,1",BCN,1,150,node,15,rx,-1,1010.04,1163.81,35157137,176,0,7,1,1914.24,13.0711,33.375179400266944,0.00019999999999953388
"BCN,50-,0",BCN,0,50,node,16,rx,-1,1009.13,1164.71,5920,176,0,6,1,1913.9,12.5579,33.05378193187575,0.0002999999999993008
"BCN,200-,1",BCN,1,200,node,62,rx,-1,1009.81,1181.83,77189829,176,1,2,1,44.7931,12.2823,44.79087853570183,0.00019999999999953388
"BCN,200-,0",BCN,0,200,node,137,rx,-1,1091.42,1097.33,56245784,176,0,4,1,442.624,12.4543,72.00019999972237,0.0015999999999998238
"BCN,100-,2",BCN,2,100,node,53,rx,-1,1001.76,1172.02,20762704,176,0,3,1,1924.27,12.9544,42.80091704625023,0.00140000000000029
"BCN,150-,0",BCN,0,150,node,60,rx,-1,1010.74,1180.92,25079893,176,1,3,1,43.9882,12.9893,43.984670056736846,0.00019999999999953388
"BCN,100-,0",BCN,0,100,node,86,rx,-1,1005.93,1185.61,9015077,176,1,2,1,50.0383,12.6592,50.03807350408278,0.00019999999999953388
"BCN,50-,1",BCN,1,50,node,3,tx,-1,816.578,1340.06,3168027,176,0,10,1,856.24,14.4746,295.04187337393313,1.9975000000000005
"BCN,150-,2",BCN,2,150,node,6,rx,-1,1001.99,1171.8,47312870,176,0,3,1,1922.32,12.1683,40.93366585098392,0.00019999999999953388
"BCN,100-,1",BCN,1,100,node,30,rx,-1,1006.64,1167.18,13444955,176,0,3,1,1922.68,12.3659,41.29127874018916,0.00019999999999953388
"BCN,50-,2",BCN,2,50,node,38,rx,-1,967.7819999999999,1154.89,6336074,176,0,3,1,601.4019999999999,13.0867,74.67501539336972,0.00020000000000131024
"BCN,100-,1",BCN,1,100,node,13,rx,-1,1072.79,1077.93,13444955,176,0,0,1,471.43699999999995,12.3659,76.61828567646232,0.00019999999999953388
"BCN,50-,0",BCN,0,50,node,42,rx,-1,994.988,1178.74,5920,176,0,0,1,1933.81,12.5579,51.975411147964834,0.0002999999999993008
"BCN,200-,2",BCN,2,200,node,170,rx,-1,1003.59,1187.89,93795832,176,1,0,1,54.4082,12.7603,54.4012031116961,0.0003000000000010772
"BCN,200-,1",BCN,1,200,node,58,rx,-1,1001.76,1172.02,77189829,176,0,3,1,1927.06,12.2823,45.47840146706999,0.00019999999999953388
"BCN,150-,2",BCN,2,150,node,105,rx,-1,1008.22,1183.37,47312870,176,1,4,1,42.5814,12.1683,42.5705438067216,0.00019999999999953388
"BCN,150-,0",BCN,0,150,node,45,rx,-1,1072.73,1077.87,25079893,176,0,0,1,469.54699999999997,12.9893,78.48023063166943,0.00019999999999953388
"BCN,100-,2",BCN,2,100,node,73,rx,-1,897.5419999999999,1293.93,20762704,176,1,1,1,201.15599999999998,12.9544,200.64803972129909,0.00140000000000029
"BCN,50-,2",BCN,2,50,node,20,rx,-1,845.12,1345.3,6336074,176,0,8,1,278.122,13.0867,277.49327000848143,0.00020000000000131024
"BCN,200-,0",BCN,0,200,node,120,rx,-1,966.315,1162.81,56245784,176,0,3,1,606.091,12.4543,77.095010376807,0.0015999999999998238
"BCN,100-,0",BCN,0,100,node,75,rx,-1,970.05,1157.2,9015077,176,0,2,1,603.813,12.6592,71.96054821914582,0.00019999999999953388
"BCN,150-,1",BCN,1,150,node,19,rx,-1,1012.26,1179.44,35157137,176,0,4,1,40.2076,13.0711,40.20133455496232,0.00019999999999953388
"BCN,100-,2",BCN,2,100,node,6,rx,-1,884.215,1302.3,20762704,176,0,8,1,216.639,12.9544,216.02790057073634,0.00140000000000029
"BCN,200-,1",BCN,1,200,node,168,rx,-1,1003.59,1187.89,77189829,176,1,0,1,53.4773,12.2823,53.47487260386882,0.00019999999999953388
"BCN,100-,0",BCN,0,100,node,35,rx,-1,1170.32,987.067,9015077,176,0,6,1,875.7130000000001,12.6592,208.07063000096866,0.00019999999999953388
"BCN,50-,0",BCN,0,50,node,19,rx,-1,838.5039999999999,1351.85,5920,176,0,7,1,283.97900000000004,12.5579,283.35230787131405,0.0002999999999993008
"BCN,200-,2",BCN,2,200,node,139,rx,-1,1093.25,1099.32,93795832,176,0,4,1,440.17199999999997,12.7603,71.63008585782929,0.0003000000000010772
"BCN,150-,1",BCN,1,150,node,78,rx,-1,1068.46,1073.51,35157137,176,0,0,1,474.006,13.0711,82.51664680535676,0.00019999999999953388
"BCN,150-,0",BCN,0,150,node,125,rx,-1,1070.34,1070.72,25079893,176,0,1,1,476.34,12.9893,84.2834455869004,0.00019999999999953388
"BCN,150-,2",BCN,2,150,node,132,rx,-1,994.59,1179.13,47312870,176,0,0,1,1932.74,12.1683,50.92578227185141,0.00019999999999953388
"BCN,50-,2",BCN,2,50,node,3,rx,-1,813.3510000000001,1343.26,6336074,176,0,10,1,860.7919999999999,13.0867,299.5792861681193,0.00020000000000131024
"BCN,100-,1",BCN,1,100,node,72,rx,-1,897.5419999999999,1293.93,13444955,176,1,1,1,206.43200000000002,12.3659,205.92320161652503,0.00019999999999953388
"BCN,200-,0",BCN,0,200,node,94,rx,-1,1075.24,1075.71,56245784,176,0,0,1,469.602,12.4543,81.25823035237723,0.0015999999999998238
"BCN,150-,0",BCN,0,150,node,105,rx,-1,896.954,1294.51,25079893,176,1,1,1,205.265,12.9893,204.7620901827289,0.00019999999999953388
"BCN,200-,0",BCN,0,200,node,62,rx,-1,958.368,1145.28,56245784,176,0,6,1,588.007,12.4543,84.10511092674439,0.0015999999999998238
"BCN,100-,0",BCN,0,100,node,10,rx,-1,884.64,1301.88,9015077,176,0,8,1,218.672,12.6592,218.05400110981685,0.00019999999999953388
"BCN,200-,1",BCN,1,200,node,160,rx,-1,994.59,1179.13,77189829,176,0,0,1,1937.17,12.2823,55.23334138000341,0.00019999999999953388
"BCN,50-,2",BCN,2,50,node,43,rx,-1,826.171,1363.66,6336074,176,0,6,1,304.474,13.0867,303.8765814290401,0.00020000000000131024
"BCN,150-,2",BCN,2,150,node,93,rx,-1,1072.87,1078.01,47312870,176,0,0,1,464.402,12.1683,82.98002229452564,0.00019999999999953388
"BCN,100-,2",BCN,2,100,node,34,rx,-1,840.1560000000001,1350.21,20762704,176,0,9,1,281.654,12.9544,281.02449853349077,0.00140000000000029
"BCN,50-,0",BCN,0,50,node,13,rx,-1,812.428,1344.18,5920,176,0,10,1,858.638,12.5579,297.4360906211618,0.0002999999999993008
"BCN,100-,1",BCN,1,100,node,8,rx,-1,884.215,1302.3,13444955,176,0,8,1,221.915,12.3659,221.30304816020939,0.00019999999999953388
"BCN,200-,2",BCN,2,200,node,171,rx,-1,1087.18,1092.78,93795832,176,0,0,1,449.25800000000004,12.7603,72.4936031660725,0.0003000000000010772
"BCN,150-,1",BCN,1,150,node,30,rx,-1,1075.28,1075.75,35157137,176,0,0,1,467.67,13.0711,82.98571563829518,0.00019999999999953388
"BCN,50-,0",BCN,0,50,node,36,rx,-1,821.377,1368.21,5920,176,0,4,1,307.629,12.5579,307.0338347951248,0.0002999999999993008
"BCN,100-,0",BCN,0,100,node,37,rx,-1,838.273,1352.08,9015077,176,0,8,1,286.93,12.6592,286.3017908938048,0.00019999999999953388
"BCN,200-,1",BCN,1,200,node,81,rx,-1,948.695,1149.56,77189829,176,0,9,1,583.57,12.2823,93.13984499128166,0.00019999999999953388
"BCN,150-,1",BCN,1,150,node,116,rx,-1,1064.93,1065.22,35157137,176,0,0,1,482.397,13.0711,89.36628894611204,0.00019999999999953388
"BCN,100-,1",BCN,1,100,node,36,rx,-1,834.137,1356.09,13444955,176,0,9,1,295.311,12.3659,294.71398129203163,0.00019999999999953388
"BCN,100-,2",BCN,2,100,node,17,rx,-1,808.3689999999999,1375.83,20762704,176,0,8,1,322.32,12.9544,321.6649676620069,0.00140000000000029
"BCN,200-,2",BCN,2,200,node,96,rx,-1,1072.87,1078.02,93795832,176,0,0,1,469.759,12.7603,77.99955128076046,0.0003000000000010772
"BCN,150-,2",BCN,2,150,node,129,rx,-1,1067.24,1072.27,47312870,176,0,0,1,472.48400000000004,12.1683,86.21491750271517,0.00019999999999953388
"BCN,150-,0",BCN,0,150,node,30,rx,-1,1166.29,982.845,25079893,176,0,8,1,870.5210000000001,12.9893,208.32090947622132,0.00019999999999953388
"BCN,200-,0",BCN,0,200,node,36,rx,-1,1187.22,1008.35,56245784,176,0,1,1,843.076,12.4543,202.62716994519766,0.0015999999999998238
"BCN,50-,2",BCN,2,50,node,32,rx,-1,797.7280000000001,1361.67,6336074,176,0,4,1,886.834,13.0867,323.4168944010192,0.00020000000000131024
"BCN,200-,2",BCN,2,200,node,126,rx,-1,1067.62,1072.65,93795832,176,0,0,1,477.30400000000003,12.7603,81.19668096665013,0.0003000000000010772
"BCN,100-,2",BCN,2,100,node,65,rx,-1,788.928,1355.01,20762704,176,0,2,1,351.98199999999997,12.9544,322.4566887257883,0.00140000000000029
"BCN,100-,1",BCN,1,100,node,49,rx,-1,806.48,1350.08,13444955,176,0,9,1,872.296,12.3659,311.0492091293593,0.00019999999999953388
"BCN,200-,0",BCN,0,200,node,50,rx,-1,1172.02,988.878,56245784,176,0,6,1,879.0989999999999,12.4543,206.83429073536138,0.0015999999999998238
"BCN,200-,1",BCN,1,200,node,20,rx,-1,1113.42,1080.46,77189829,176,0,7,1,945.534,12.2823,100.16052415997041,0.00019999999999953388
"BCN,50-,2",BCN,2,50,node,38,tx,-1,964.3580000000001,1151.4,6336074,176,0,4,1,596.508,14.5932,77.95369050917336,1.5067000000000004
"BCN,100-,0",BCN,0,100,node,42,rx,-1,825.3,1364.48,9015077,176,0,4,1,304.849,12.6592,304.24514885204,0.00019999999999953388
"BCN,50-,0",BCN,0,50,node,15,tx,-1,1020.32,1171.56,5920,176,1,3,1,27.3032,13.1708,27.30293207697649,0.6131999999999991
"BCN,150-,0",BCN,0,150,node,15,rx,-1,885.15,1301.39,25079893,176,0,8,1,218.623,12.9893,218.0113157613614,0.00019999999999953388
"BCN,150-,1",BCN,1,150,node,114,rx,-1,1185.33,1010.21,35157137,176,0,2,1,843.846,13.0711,201.8565522840414,0.00019999999999953388
"BCN,150-,2",BCN,2,150,node,29,rx,-1,1074.75,1075.21,47312870,176,0,0,1,465.125,12.1683,86.30786812336389,0.00019999999999953388
"BCN,100-,0",BCN,0,100,node,43,rx,-1,808.742,1375.58,9015077,176,0,8,1,324.495,12.6592,323.84655552282777,0.00019999999999953388
"BCN,200-,1",BCN,1,200,node,158,rx,-1,1182.06,1013.42,77189829,176,0,0,1,849.5889999999999,12.2823,196.10742209309674,0.00019999999999953388
"BCN,200-,0",BCN,0,200,node,19,rx,-1,889.1210000000001,1297.52,56245784,176,0,10,1,213.305,12.4543,212.6858294785996,0.0015999999999998238
"BCN,50-,0",BCN,0,50,node,16,rx,-1,1013.83,1160.06,5920,176,0,6,2,1907.29,13.171,27.088004725339086,0.6133999999999986
"BCN,100-,2",BCN,2,100,node,77,rx,-1,788.19,1359.04,20762704,176,1,2,1,349.55400000000003,12.9544,325.57331893138894,0.00140000000000029
"BCN,150-,0",BCN,0,150,node,66,rx,-1,839.822,1350.54,25079893,176,0,8,1,285.413,12.9893,284.78220549044136,0.00019999999999953388
"BCN,50-,2",BCN,2,50,node,26,rx,-1,937.283,1123.76,6336074,176,0,12,2,557.817,14.5934,108.25772207560985,1.5069000000000017
"BCN,150-,1",BCN,1,150,node,63,rx,-1,894.525,1292.27,35157137,176,0,9,1,203.783,13.0711,203.270506284114,0.00019999999999953388
"BCN,100-,1",BCN,1,100,node,75,rx,-1,817.98,1371.44,13444955,176,0,6,1,317.584,12.3659,316.99576227451365,0.00019999999999953388
"BCN,150-,2",BCN,2,150,node,112,rx,-1,897.5419999999999,1293.93,47312870,176,1,1,1,199.521,12.1683,199.0075182599896,0.00019999999999953388
"BCN,200-,2",BCN,2,200,node,71,rx,-1,957.8960000000001,1144.8,93795832,176,0,6,1,587.5459999999999,12.7603,84.74519712644481,0.0003000000000010772
"BCN,50-,2",BCN,2,50,node,30,rx,-1,1028.67,1163.38,6336074,176,1,7,2,19.0647,14.5934,19.064779044090724,1.5069000000000017
"BCN,150-,1",BCN,1,150,node,58,rx,-1,1178.67,995.7760000000001,35157137,176,0,7,1,886.944,13.0711,207.72510280656977,0.00019999999999953388
"BCN,150-,0",BCN,0,150,node,22,rx,-1,824.309,1365.42,25079893,176,0,6,1,306.878,12.9893,306.27543199055333,0.00019999999999953388
"BCN,100-,1",BCN,1,100,node,66,rx,-1,789.862,1356.01,13444955,176,0,2,1,355.889,12.3659,327.61469784489213,0.00019999999999953388
"BCN,200-,2",BCN,2,200,node,124,rx,-1,1065.54,1065.84,93795832,176,0,0,1,483.626,12.7603,87.12441047146314,0.0003000000000010772
"BCN,200-,1",BCN,1,200,node,74,rx,-1,1186.72,1004.16,77189829,176,0,3,1,899.831,12.2823,205.94036661130824,0.00019999999999953388
"BCN,50-,0",BCN,0,50,node,42,rx,-1,996.735,1177.0,5920,176,0,2,2,1931.35,13.171,49.59224359715933,0.6133999999999986
"BCN,100-,2",BCN,2,100,node,39,rx,-1,781.0319999999999,1351.74,20762704,176,1,1,1,359.99699999999996,12.9544,326.6327038188307,0.00140000000000029
"BCN,150-,2",BCN,2,150,node,44,rx,-1,886.697,1299.88,47312870,176,0,8,1,211.541,12.1683,210.9209953252641,0.00019999999999953388
"BCN,200-,0",BCN,0,200,node,153,rx,-1,870.336,1320.4,56245784,176,0,3,1,242.72400000000002,12.4543,242.11180912132312,0.0015999999999998238
"BCN,100-,0",BCN,0,100,node,68,rx,-1,790.698,1356.89,9015077,176,0,2,1,352.022,12.6592,324.88492077041684,0.00019999999999953388
"BCN,50-,2",BCN,2,50,node,32,tx,-1,805.6460000000001,1355.2,6336074,176,0,5,1,876.557,15.0714,313.19584642201113,1.9849000000000014
"BCN,150-,1",BCN,1,150,node,86,rx,-1,873.268,1312.94,35157137,176,0,5,1,233.541,13.0711,232.91992976986754,0.00019999999999953388
"BCN,50-,0",BCN,0,50,node,19,rx,-1,845.299,1345.12,5920,176,0,9,2,274.41700000000003,13.171,273.78857821501595,0.6133999999999986
"BCN,100-,1",BCN,1,100,node,75,tx,-1,822.74,1366.92,13444955,176,0,6,1,311.03,13.0593,310.43286246787727,0.6936
"BCN,200-,1",BCN,1,200,node,34,rx,-1,1165.28,981.804,77189829,176,0,10,1,868.572,12.2823,209.04931699481827,0.00019999999999953388
"BCN,200-,0",BCN,0,200,node,121,rx,-1,866.863,1319.17,56245784,176,0,0,1,244.361,12.4543,243.73609320123268,0.0015999999999998238
"BCN,200-,2",BCN,2,200,node,32,rx,-1,1187.64,1005.13,93795832,176,0,4,1,901.811,12.7603,204.97632887726328,0.0003000000000010772
"BCN,150-,2",BCN,2,150,node,66,rx,-1,845.2460000000001,1345.17,47312870,176,0,11,1,272.856,12.1683,272.2208827331218,0.00019999999999953388
"BCN,100-,2",BCN,2,100,node,77,tx,-1,789.847,1360.77,20762704,176,1,2,1,347.153,13.5925,325.39907250789753,0.6395
"BCN,100-,0",BCN,0,100,node,68,tx,-1,799.597,1360.49,9015077,176,0,6,1,883.7719999999999,14.3466,320.40587442960526,1.6875999999999998
"BCN,150-,0",BCN,0,150,node,136,rx,-1,816.69,1372.66,25079893,176,0,0,1,317.372,12.9893,316.7838223457757,0.00019999999999953388
"BCN,100-,1",BCN,1,100,node,49,rx,-1,815.045,1341.58,13444955,176,0,12,2,860.227,13.0596,299.0202068840833,0.6938999999999993
"BCN,200-,2",BCN,2,200,node,77,rx,-1,841.8910000000001,1348.49,93795832,176,0,9,1,282.938,12.7603,282.3009665250901,0.0003000000000010772
"BCN,100-,2",BCN,2,100,node,65,rx,-1,790.4019999999999,1356.58,20762704,176,0,2,2,349.827,13.5927,322.3031206550752,0.6397000000000013
"BCN,100-,0",BCN,0,100,node,43,rx,-1,823.005,1366.66,9015077,176,1,7,2,308.014,14.3544,307.40988586088116,1.6953999999999994
"BCN,150-,2",BCN,2,150,node,4,rx,-1,827.625,1362.27,47312870,176,0,7,1,297.381,12.1683,296.77393218576333,0.00019999999999953388
"BCN,150-,1",BCN,1,150,node,29,rx,-1,805.615,1354.26,35157137,176,0,7,1,873.722,13.0711,310.7829374740512,0.00019999999999953388
"BCN,200-,0",BCN,0,200,node,49,rx,-1,838.773,1351.58,56245784,176,0,7,1,287.112,12.4543,286.47860022870805,0.0015999999999998238
"BCN,200-,1",BCN,1,200,node,56,rx,-1,888.4910000000001,1298.14,77189829,176,0,9,1,213.46599999999998,12.2823,212.85550455884382,0.00019999999999953388
"BCN,50-,2",BCN,2,50,node,43,rx,-1,838.568,1351.78,6336074,176,0,8,2,287.341,15.0716,286.7084245780022,1.985100000000001
"BCN,50-,0",BCN,0,50,node,13,rx,-1,821.133,1335.53,5920,176,0,12,2,846.3710000000001,13.171,285.2069471611797,0.6133999999999986
"BCN,150-,0",BCN,0,150,node,72,rx,-1,809.671,1374.77,25079893,176,0,9,1,323.918,12.9893,323.2801991786691,0.00019999999999953388
"BCN,100-,2",BCN,2,100,node,39,rx,-1,781.966,1352.72,20762704,176,1,1,2,358.639,13.5927,326.4933538312839,0.6397000000000013
"BCN,150-,0",BCN,0,150,node,117,rx,-1,788.434,1359.3,25079893,176,1,2,1,352.48699999999997,12.9893,328.8260514557811,0.00019999999999953388
"BCN,50-,2",BCN,2,50,node,3,rx,-1,830.7869999999999,1325.95,6336074,176,0,12,2,836.221,15.0716,275.0973630716951,1.985100000000001
"BCN,200-,0",BCN,0,200,node,37,rx,-1,825.97,1363.85,56245784,176,0,4,1,304.81,12.4543,304.20966864976515,0.0015999999999998238
"BCN,200-,1",BCN,1,200,node,111,rx,-1,869.5060000000001,1316.6,77189829,176,0,2,1,239.956,12.2823,239.33543213657254,0.00019999999999953388
"BCN,150-,2",BCN,2,150,node,48,rx,-1,809.9989999999999,1346.59,47312870,176,0,8,1,860.426,12.1683,299.210850941272,0.00019999999999953388
"BCN,50-,0",BCN,0,50,node,36,rx,-1,826.171,1363.66,5920,176,0,6,2,301.02099999999996,13.171,300.4257117508419,0.6133999999999986
"BCN,150-,1",BCN,1,150,node,80,rx,-1,795.2260000000001,1360.98,35157137,176,0,4,1,887.695,13.0711,323.0437420783755,0.00019999999999953388
"BCN,100-,0",BCN,0,100,node,42,rx,-1,837.23,1353.11,9015077,176,0,9,2,288.39799999999997,14.3544,287.7676507184224,1.6953999999999994
"BCN,200-,2",BCN,2,200,node,61,rx,-1,825.83,1363.98,93795832,176,0,6,1,305.218,12.7603,304.61275416502184,0.0003000000000010772
"BCN,100-,1",BCN,1,100,node,36,rx,-1,841.936,1348.45,13444955,176,0,10,2,284.425,13.0596,283.79653150805063,0.6938999999999993
"BCN,100-,0",BCN,0,100,node,37,rx,-1,852.297,1338.19,9015077,176,0,10,2,267.19599999999997,14.3544,266.56338489935183,1.6953999999999994
"BCN,200-,0",BCN,0,200,node,16,rx,-1,802.192,1358.22,56245784,176,1,6,1,881.207,12.4543,317.84031525909353,0.0015999999999998238
"BCN,150-,1",BCN,1,150,node,120,rx,-1,786.676,1352.7,35157137,176,1,2,1,356.842,13.0711,324.3909909291564,0.00019999999999953388
"BCN,200-,2",BCN,2,200,node,167,rx,-1,816.69,1372.66,93795832,176,0,0,1,317.808,12.7603,317.21519509632583,0.0003000000000010772
"BCN,100-,2",BCN,2,100,node,83,rx,-1,773.6439999999999,1343.93,20762704,176,1,2,2,370.745,13.5927,327.8959400419591,0.6397000000000013
"BCN,150-,0",BCN,0,150,node,18,rx,-1,780.585,1351.26,25079893,176,1,1,1,363.936,12.9893,329.95932177315433,0.00019999999999953388
"BCN,50-,0",BCN,0,50,node,13,tx,-1,821.133,1335.53,5920,176,0,12,1,846.3710000000001,13.5087,285.2069471611797,0.9510999999999985
"BCN,150-,2",BCN,2,150,node,90,rx,-1,795.2460000000001,1364.23,47312870,176,0,4,1,339.05199999999996,12.1683,321.88687422136377,0.00019999999999953388
"BCN,200-,1",BCN,1,200,node,2,rx,-1,844.887,1345.53,77189829,176,0,10,1,277.791,12.2823,277.16303081219183,0.00019999999999953388
"BCN,100-,1",BCN,1,100,node,66,rx,-1,792.5110000000001,1358.77,13444955,176,0,3,2,894.8639999999999,13.0596,327.3311563554559,0.6938999999999993
"BCN,50-,2",BCN,2,50,node,20,rx,-1,861.6,1328.98,6336074,176,0,11,2,254.933,15.0716,254.29989166336662,1.985100000000001
"BCN,150-,2",BCN,2,150,node,15,rx,-1,783.8639999999999,1354.58,47312870,176,1,4,1,354.339,12.1683,324.5149341956393,0.00019999999999953388
"BCN,50-,2",BCN,2,50,node,18,rx,-1,768.89,1416.26,6336074,176,0,10,2,383.03,15.0716,381.6029247791479,1.985100000000001
"BCN,100-,2",BCN,2,100,node,17,rx,-1,817.6060000000001,1371.79,20762704,176,1,9,2,312.822,13.5927,312.2325336604113,0.6397000000000013
"BCN,100-,1",BCN,1,100,node,51,rx,-1,756.265,1433.63,13444955,176,0,12,2,406.525,13.0596,404.6067496038592,0.6938999999999993
"BCN,100-,0",BCN,0,100,node,19,rx,-1,763.48,1423.23,9015077,176,0,10,2,391.11400000000003,14.3544,389.51597258649093,1.6953999999999994
"BCN,200-,0",BCN,0,200,node,81,rx,-1,785.775,1356.47,56245784,176,1,6,1,356.593,12.4543,329.3194965758936,0.0015999999999998238
"BCN,200-,1",BCN,1,200,node,37,rx,-1,824.725,1365.03,77189829,176,0,5,1,305.81,12.2823,305.2104379358608,0.00019999999999953388
"BCN,150-,1",BCN,1,150,node,121,rx,-1,782.61,1353.39,35157137,176,0,0,1,359.338,13.0711,328.0129712374193,0.00019999999999953388
"BCN,50-,0",BCN,0,50,node,19,rx,-1,845.299,1345.12,5920,176,0,9,2,274.41700000000003,13.5544,273.78857821501595,0.9967999999999986
"BCN,150-,0",BCN,0,150,node,125,tx,-1,1072.6,1073.02,25079893,176,0,3,1,473.12,13.6416,82.92138445539851,0.6524999999999999
"BCN,200-,2",BCN,2,200,node,87,rx,-1,807.4639999999999,1376.15,93795832,176,0,7,1,327.03,12.7603,326.25815664286483,0.0003000000000010772
"BCN,150-,0",BCN,0,150,node,45,rx,-1,1072.81,1077.95,25079893,176,0,0,2,469.417,13.6545,78.43775239003217,0.6654
"BCN,50-,2",BCN,2,50,node,11,rx,-1,848.1519999999999,1417.58,6336074,176,1,10,2,375.905,15.0716,330.5536973080168,1.985100000000001
"BCN,100-,1",BCN,1,100,node,8,rx,-1,890.98,1295.72,13444955,176,0,9,2,212.476,13.0596,211.86591726844594,0.6938999999999993
"BCN,150-,1",BCN,1,150,node,78,tx,-1,1068.46,1073.51,35157137,176,0,0,1,474.006,13.7163,82.51664680535676,0.6454000000000004
"BCN,200-,0",BCN,0,200,node,9,rx,-1,797.303,1372.11,56245784,176,1,7,1,340.228,12.4543,330.71368488316284,0.0015999999999998238
"BCN,200-,2",BCN,2,200,node,131,rx,-1,789.012,1359.91,93795832,176,1,0,1,352.08099999999996,12.7603,329.1991782857304,0.0003000000000010772
"BCN,200-,1",BCN,1,200,node,161,rx,-1,816.69,1372.66,77189829,176,0,0,1,316.877,12.2823,316.28885864032577,0.00019999999999953388
"BCN,100-,0",BCN,0,100,node,44,rx,-1,847.245,1416.63,9015077,176,1,11,2,373.764,14.3544,329.50362095885987,1.6953999999999994
"BCN,100-,2",BCN,2,100,node,34,rx,-1,848.413,1342.04,20762704,176,0,11,2,270.035,13.5927,269.40869378882326,0.6397000000000013
"BCN,150-,2",BCN,2,150,node,128,rx,-1,774.635,1344.98,47312870,176,1,4,1,367.66900000000004,12.1683,326.0853837954104,0.00019999999999953388
"BCN,50-,0",BCN,0,50,node,36,rx,-1,826.171,1363.66,5920,176,0,6,2,301.02099999999996,13.5544,300.4257117508419,0.9967999999999986
"BCN,50-,0",BCN,0,50,node,42,rx,-1,996.735,1177.0,5920,176,0,2,2,1931.35,13.5544,49.59224359715933,0.9967999999999986
"BCN,200-,1",BCN,1,200,node,65,rx,-1,797.556,1361.74,77189829,176,0,6,1,886.363,12.2823,322.93637140464676,0.00019999999999953388
